"ferramenta","benchmark","tamanho","rodada","tempo_ms"
"Numba","mm","3000","24","961.970000"
"PolyHok","nbodies","20000","24","550.000000"
"PolyHok","nbodies","15000","24","443.000000"
"CUDA","julia","1000","24","28.300000"
"Numba","mm","3500","24","1389.000000"
"Numba","julia","2500","24","585.730000"
"CUDA","julia","500","24","7.240000"
"CUDA","mm","3000","24","303.740000"
"Numba","nearest_neighbor","100000000","24","1384.820000"
"PolyHok","julia","1500","24","134.000000"
"Numba","nearest_neighbor","20000000","24","510.830000"
"Numba","mm","4000","24","1945.310000"
"Numba","nbodies","15000","24","413.730000"
"CUDA","nearest_neighbor","100000000","24","939.360000"
"CUDA","nearest_neighbor","40000000","24","371.660000"
"CUDA","nbodies","20000","24","298.860000"
"CUDA","nbodies","35000","24","715.500000"
"Numba","saxpy","75000000","25","454.120000"
"CUDA","nearest_neighbor","80000000","25","745.230000"
"Numba","mm","4000","25","1947.720000"
"CUDA","nbodies","15000","25","116.250000"
"CUDA","nearest_neighbor","20000000","25","186.510000"
"PolyHok","mm","2000","25","461.000000"
"CUDA","nbodies","25000","25","395.630000"
"PolyHok","nearest_neighbor","40000000","25","1218.000000"
"PolyHok","nbodies","30000","25","902.000000"
"PolyHok","mm","3500","25","865.000000"
"CUDA","julia","2500","25","179.770000"
"CUDA","mm","2000","25","87.590000"
"PolyHok","mm","3000","25","603.000000"
"Numba","julia","2500","25","599.910000"
"PolyHok","saxpy","150000000","25","1326.000000"
"Numba","saxpy","150000000","25","714.190000"
"Numba","saxpy","100000000","25","541.800000"
"PolyHok","saxpy","50000000","25","426.000000"
"CUDA","julia","1000","25","32.770000"
"PolyHok","nearest_neighbor","80000000","25","1269.000000"
"Numba","nbodies","25000","25","588.960000"
"PolyHok","saxpy","75000000","25","492.000000"
"CUDA","julia","2000","25","112.570000"
"Numba","mm","2500","25","662.260000"
"PolyHok","julia","1500","25","445.000000"
"Numba","nearest_neighbor","40000000","25","730.500000"
"PolyHok","nbodies","35000","25","1003.000000"
"Numba","nbodies","15000","25","409.760000"
"CUDA","julia","1500","25","63.400000"
"CUDA","saxpy","125000000","25","314.020000"
"Numba","nearest_neighbor","60000000","25","937.580000"
"PolyHok","mm","2500","25","521.000000"
"PolyHok","julia","1000","25","96.000000"
"Numba","nbodies","35000","25","810.650000"
"Numba","nearest_neighbor","80000000","25","1156.530000"
"CUDA","nearest_neighbor","60000000","25","566.040000"
"PolyHok","mm","4000","25","1073.000000"
"Numba","julia","1000","25","343.830000"
"Numba","julia","500","25","286.920000"
"CUDA","mm","2500","25","193.420000"
"PolyHok","julia","2500","25","252.000000"
"CUDA","nbodies","35000","25","688.030000"
"CUDA","mm","3500","25","559.890000"
"Numba","saxpy","125000000","25","632.050000"
"CUDA","nearest_neighbor","40000000","25","385.230000"
"Numba","mm","3000","25","969.660000"
"Numba","julia","1500","25","385.000000"
"PolyHok","julia","2000","25","194.000000"
"CUDA","saxpy","50000000","25","128.670000"
"PolyHok","saxpy","125000000","25","674.000000"
"CUDA","nbodies","30000","25","478.310000"
"PolyHok","nearest_neighbor","100000000","25","1474.000000"
"Numba","mm","3500","25","1410.550000"
"Numba","saxpy","50000000","25","375.300000"
"CUDA","mm","4000","25","759.150000"
"CUDA","nbodies","20000","25","306.810000"
"CUDA","julia","500","25","7.230000"
"PolyHok","saxpy","100000000","25","565.000000"
"CUDA","saxpy","100000000","25","251.220000"
"PolyHok","julia","500","25","74.000000"
"PolyHok","nbodies","25000","25","801.000000"
"Numba","nearest_neighbor","20000000","25","515.960000"
"CUDA","mm","3000","25","302.230000"
"CUDA","nearest_neighbor","100000000","25","930.580000"
"CUDA","saxpy","150000000","25","382.920000"
"Numba","nbodies","20000","25","570.060000"
"Numba","nearest_neighbor","100000000","25","1362.990000"
"PolyHok","nbodies","20000","25","629.000000"
"CUDA","saxpy","75000000","25","189.210000"
"PolyHok","nearest_neighbor","60000000","25","1033.000000"
"Numba","mm","2000","25","456.560000"
"PolyHok","nearest_neighbor","20000000","25","570.000000"
"Numba","nbodies","30000","25","640.270000"
"PolyHok","nbodies","15000","25","410.000000"
"Numba","julia","2000","25","472.610000"
"CUDA","nearest_neighbor","80000000","26","744.390000"
"PolyHok","julia","2500","26","400.000000"
"CUDA","nbodies","25000","26","395.640000"
"CUDA","mm","4000","26","752.500000"
"CUDA","saxpy","150000000","26","377.740000"
"Numba","julia","2500","26","587.980000"
"CUDA","mm","3000","26","301.610000"
"Numba","nearest_neighbor","80000000","26","1146.000000"
"PolyHok","julia","1000","26","97.000000"
"PolyHok","nearest_neighbor","40000000","26","775.000000"
"PolyHok","mm","2000","26","369.000000"
"PolyHok","mm","2500","26","492.000000"
"PolyHok","nbodies","25000","26","803.000000"
"PolyHok","saxpy","75000000","26","1810.000000"
"CUDA","julia","2000","26","112.680000"
"PolyHok","nbodies","30000","26","898.000000"
"CUDA","nearest_neighbor","100000000","26","932.610000"
"Numba","nearest_neighbor","100000000","26","1366.600000"
"CUDA","julia","2500","26","175.680000"
"Numba","nbodies","35000","26","783.530000"
"Numba","mm","4000","26","1945.380000"
"Numba","nbodies","20000","26","528.020000"
"Numba","saxpy","100000000","26","528.900000"
"PolyHok","saxpy","100000000","26","1996.000000"
"PolyHok","mm","4000","26","1182.000000"
"PolyHok","nbodies","20000","26","860.000000"
"Numba","julia","2000","26","522.580000"
"Numba","mm","2000","26","464.040000"
"Numba","mm","3000","26","973.130000"
"Numba","saxpy","125000000","26","722.920000"
"PolyHok","mm","3500","26","865.000000"
"PolyHok","saxpy","50000000","26","425.000000"
"Numba","mm","3500","26","1401.780000"
"Numba","mm","2500","26","823.460000"
"Numba","nearest_neighbor","60000000","26","969.190000"
"CUDA","saxpy","125000000","26","341.660000"
"CUDA","nbodies","35000","26","688.170000"
"CUDA","saxpy","50000000","26","143.510000"
"PolyHok","mm","3000","26","607.000000"
"CUDA","saxpy","75000000","26","204.980000"
"PolyHok","saxpy","125000000","26","663.000000"
"CUDA","nearest_neighbor","20000000","26","186.570000"
"PolyHok","nearest_neighbor","20000000","26","1761.000000"
"PolyHok","nearest_neighbor","80000000","26","1249.000000"
"Numba","julia","1500","26","395.580000"
"CUDA","mm","2500","26","189.430000"
"CUDA","mm","3500","26","559.830000"
"Numba","nearest_neighbor","40000000","26","739.560000"
"Numba","saxpy","75000000","26","459.050000"
"CUDA","julia","500","26","7.220000"
"PolyHok","nearest_neighbor","60000000","26","1045.000000"
"PolyHok","julia","1500","26","275.000000"
"CUDA","julia","1500","26","63.450000"
"CUDA","saxpy","100000000","26","250.410000"
"CUDA","nbodies","20000","26","314.310000"
"PolyHok","julia","2000","26","187.000000"
"PolyHok","nearest_neighbor","100000000","26","1468.000000"
"Numba","julia","500","26","288.060000"
"Numba","julia","1000","26","324.270000"
"PolyHok","julia","500","26","74.000000"
"Numba","saxpy","50000000","26","374.760000"
"CUDA","nearest_neighbor","40000000","26","376.830000"
"Numba","nearest_neighbor","20000000","26","520.380000"
"Numba","nbodies","25000","26","586.560000"
"CUDA","julia","1000","26","28.290000"
"Numba","nbodies","15000","26","404.530000"
"Numba","nbodies","30000","26","640.500000"
"CUDA","nbodies","15000","26","115.120000"
"CUDA","mm","2000","26","86.870000"
"PolyHok","nbodies","15000","26","447.000000"
"PolyHok","saxpy","150000000","26","749.000000"
"PolyHok","nbodies","35000","26","995.000000"
"Numba","saxpy","150000000","26","680.100000"
"CUDA","nearest_neighbor","60000000","26","557.370000"
"CUDA","nbodies","30000","26","478.220000"
"CUDA","julia","2500","27","175.630000"
"Numba","nearest_neighbor","20000000","27","552.420000"
"Numba","julia","1500","27","396.120000"
"Numba","nbodies","20000","27","521.480000"
"CUDA","saxpy","75000000","27","188.580000"
"PolyHok","julia","2000","27","186.000000"
"PolyHok","mm","4000","27","1070.000000"
"CUDA","nearest_neighbor","20000000","27","187.770000"
"PolyHok","mm","3500","27","882.000000"
"PolyHok","saxpy","100000000","27","643.000000"
"CUDA","julia","500","27","7.520000"
"CUDA","julia","2000","27","114.250000"
"Numba","nbodies","15000","27","413.170000"
"Numba","nbodies","30000","27","642.920000"
"CUDA","nbodies","30000","27","478.250000"
"PolyHok","nbodies","25000","27","884.000000"
"Numba","saxpy","125000000","27","642.510000"
"PolyHok","saxpy","125000000","27","642.000000"
"CUDA","saxpy","100000000","27","281.690000"
"PolyHok","mm","2000","27","378.000000"
"CUDA","julia","1000","27","28.340000"
"PolyHok","nearest_neighbor","80000000","27","1477.000000"
"Numba","nearest_neighbor","40000000","27","739.540000"
"PolyHok","nbodies","30000","27","902.000000"
"Numba","nearest_neighbor","100000000","27","1354.820000"
"PolyHok","nbodies","20000","27","544.000000"
"PolyHok","julia","2500","27","254.000000"
"Numba","saxpy","75000000","27","450.680000"
"CUDA","mm","3000","27","300.220000"
"CUDA","nearest_neighbor","80000000","27","745.600000"
"PolyHok","nearest_neighbor","20000000","27","574.000000"
"PolyHok","mm","3000","27","559.000000"
"Numba","nearest_neighbor","80000000","27","1211.870000"
"CUDA","nbodies","15000","27","115.160000"
"Numba","saxpy","50000000","27","396.070000"
"Numba","mm","4000","27","1952.880000"
"Numba","mm","3500","27","1402.110000"
"CUDA","saxpy","50000000","27","133.230000"
"PolyHok","nearest_neighbor","100000000","27","1472.000000"
"Numba","julia","500","27","294.530000"
"PolyHok","julia","1500","27","131.000000"
"Numba","nbodies","25000","27","584.940000"
"Numba","saxpy","100000000","27","539.660000"
"CUDA","mm","2000","27","87.820000"
"PolyHok","nearest_neighbor","40000000","27","825.000000"
"Numba","mm","2000","27","456.970000"
"CUDA","nearest_neighbor","100000000","27","930.290000"
"PolyHok","nbodies","35000","27","1010.000000"
"Numba","nearest_neighbor","60000000","27","941.260000"
"Numba","julia","2000","27","473.010000"
"PolyHok","saxpy","150000000","27","712.000000"
"CUDA","mm","3500","27","558.090000"
"Numba","julia","1000","27","322.570000"
"Numba","mm","2500","27","661.090000"
"CUDA","nearest_neighbor","60000000","27","558.600000"
"PolyHok","julia","500","27","73.000000"
"Numba","mm","3000","27","962.570000"
"PolyHok","saxpy","50000000","27","424.000000"
"CUDA","nbodies","35000","27","687.950000"
"CUDA","nearest_neighbor","40000000","27","371.440000"
"CUDA","nbodies","20000","27","314.450000"
"CUDA","mm","4000","27","752.320000"
"CUDA","saxpy","125000000","27","312.190000"
"CUDA","mm","2500","27","191.470000"
"CUDA","nbodies","25000","27","395.520000"
"PolyHok","julia","1000","27","97.000000"
"PolyHok","nearest_neighbor","60000000","27","1054.000000"
"Numba","saxpy","150000000","27","685.210000"
"CUDA","saxpy","150000000","27","377.850000"
"CUDA","julia","1500","27","64.100000"
"Numba","julia","2500","27","592.670000"
"Numba","nbodies","35000","27","773.430000"
"PolyHok","saxpy","75000000","27","493.000000"
"PolyHok","mm","2500","27","492.000000"
"PolyHok","nbodies","15000","27","444.000000"
"CUDA","nbodies","35000","28","687.810000"
"CUDA","julia","1500","28","63.760000"
"CUDA","nbodies","15000","28","115.160000"
"PolyHok","nbodies","35000","28","1008.000000"
"PolyHok","saxpy","100000000","28","586.000000"
"CUDA","saxpy","50000000","28","133.150000"
"CUDA","nearest_neighbor","40000000","28","378.200000"
"Numba","nearest_neighbor","100000000","28","1361.100000"
"CUDA","mm","3000","28","301.510000"
"PolyHok","nbodies","20000","28","547.000000"
"CUDA","julia","2500","28","175.810000"
"PolyHok","mm","2500","28","520.000000"
"PolyHok","saxpy","75000000","28","480.000000"
"Numba","mm","2500","28","681.240000"
"CUDA","mm","2500","28","190.820000"
"PolyHok","nearest_neighbor","40000000","28","808.000000"
"CUDA","nearest_neighbor","20000000","28","186.930000"
"Numba","mm","4000","28","1940.430000"
"PolyHok","nbodies","30000","28","879.000000"
"PolyHok","julia","1500","28","132.000000"
"Numba","nearest_neighbor","40000000","28","728.260000"
"Numba","julia","2000","28","502.590000"
"CUDA","saxpy","75000000","28","189.740000"
"Numba","nearest_neighbor","80000000","28","1145.220000"
"PolyHok","mm","4000","28","1721.000000"
"CUDA","julia","1000","28","28.850000"
"PolyHok","nbodies","15000","28","444.000000"
"CUDA","mm","2000","28","88.510000"
"CUDA","julia","500","28","7.340000"
"PolyHok","nbodies","25000","28","831.000000"
"PolyHok","mm","2000","28","371.000000"
"CUDA","nearest_neighbor","100000000","28","964.460000"
"Numba","saxpy","100000000","28","1035.360000"
"Numba","mm","3500","28","1402.580000"
"PolyHok","julia","2500","28","264.000000"
"Numba","saxpy","50000000","28","432.110000"
"CUDA","nbodies","20000","28","306.590000"
"Numba","saxpy","150000000","28","679.070000"
"PolyHok","nearest_neighbor","100000000","28","1490.000000"
"PolyHok","saxpy","50000000","28","419.000000"
"CUDA","nearest_neighbor","60000000","28","557.950000"
"CUDA","nbodies","30000","28","478.160000"
"Numba","nearest_neighbor","20000000","28","522.140000"
"Numba","mm","2000","28","1429.440000"
"CUDA","nearest_neighbor","80000000","28","743.950000"
"Numba","nbodies","35000","28","784.400000"
"CUDA","mm","4000","28","762.990000"
"Numba","nearest_neighbor","60000000","28","937.330000"
"Numba","julia","1500","28","385.110000"
"CUDA","saxpy","150000000","28","378.100000"
"Numba","saxpy","75000000","28","453.080000"
"PolyHok","nearest_neighbor","20000000","28","660.000000"
"PolyHok","mm","3000","28","642.000000"
"CUDA","saxpy","100000000","28","262.740000"
"PolyHok","julia","500","28","720.000000"
"Numba","julia","500","28","297.800000"
"PolyHok","saxpy","125000000","28","753.000000"
"Numba","nbodies","25000","28","588.930000"
"Numba","nbodies","15000","28","524.430000"
"PolyHok","julia","2000","28","209.000000"
"CUDA","saxpy","125000000","28","312.890000"
"CUDA","julia","2000","28","112.680000"
"PolyHok","nearest_neighbor","80000000","28","1254.000000"
"PolyHok","saxpy","150000000","28","782.000000"
"Numba","saxpy","125000000","28","613.680000"
"CUDA","nbodies","25000","28","395.190000"
"Numba","nbodies","30000","28","638.630000"
"Numba","nbodies","20000","28","525.670000"
"PolyHok","julia","1000","28","98.000000"
"Numba","mm","3000","28","962.130000"
"PolyHok","nearest_neighbor","60000000","28","1027.000000"
"PolyHok","mm","3500","28","862.000000"
"CUDA","mm","3500","28","563.240000"
"Numba","julia","2500","28","594.660000"
"Numba","julia","1000","28","326.680000"
"PolyHok","nearest_neighbor","60000000","29","1061.000000"
"PolyHok","mm","2000","29","372.000000"
"PolyHok","saxpy","50000000","29","421.000000"
"CUDA","nearest_neighbor","20000000","29","186.970000"
"CUDA","julia","500","29","7.210000"
"PolyHok","nearest_neighbor","100000000","29","1482.000000"
"Numba","nbodies","25000","29","595.260000"
"Numba","saxpy","150000000","29","679.410000"
"PolyHok","saxpy","100000000","29","597.000000"
"CUDA","saxpy","150000000","29","397.230000"
"Numba","julia","2500","29","588.010000"
"CUDA","nbodies","15000","29","115.230000"
"Numba","julia","500","29","292.740000"
"Numba","mm","3000","29","961.060000"
"PolyHok","mm","3000","29","604.000000"
"CUDA","saxpy","100000000","29","274.660000"
"Numba","julia","1500","29","411.140000"
"Numba","nearest_neighbor","40000000","29","737.440000"
"Numba","nbodies","15000","29","404.820000"
"CUDA","saxpy","75000000","29","190.340000"
"PolyHok","julia","2000","29","183.000000"
"CUDA","nbodies","25000","29","395.580000"
"PolyHok","nbodies","35000","29","1856.000000"
"PolyHok","nbodies","25000","29","810.000000"
"CUDA","nearest_neighbor","100000000","29","939.720000"
"Numba","nearest_neighbor","80000000","29","1144.380000"
"Numba","nearest_neighbor","100000000","29","1380.170000"
"CUDA","nearest_neighbor","40000000","29","372.160000"
"PolyHok","julia","500","29","166.000000"
"Numba","saxpy","50000000","29","385.530000"
"CUDA","julia","2500","29","175.750000"
"CUDA","nbodies","20000","29","298.850000"
"PolyHok","nbodies","15000","29","409.000000"
"CUDA","julia","2000","29","112.540000"
"PolyHok","julia","1000","29","97.000000"
"CUDA","nbodies","30000","29","478.230000"
"Numba","nearest_neighbor","60000000","29","924.640000"
"Numba","julia","2000","29","472.570000"
"CUDA","julia","1000","29","28.310000"
"CUDA","nearest_neighbor","60000000","29","558.390000"
"CUDA","mm","4000","29","755.560000"
"Numba","nearest_neighbor","20000000","29","576.100000"
"CUDA","julia","1500","29","63.480000"
"PolyHok","mm","4000","29","1081.000000"
"CUDA","saxpy","125000000","29","399.200000"
"Numba","mm","2000","29","467.730000"
"CUDA","saxpy","50000000","29","148.260000"
"CUDA","mm","2500","29","190.660000"
"Numba","mm","2500","29","669.400000"
"Numba","nbodies","30000","29","645.770000"
"CUDA","mm","3000","29","307.550000"
"Numba","mm","3500","29","1409.370000"
"Numba","saxpy","75000000","29","495.650000"
"PolyHok","nearest_neighbor","80000000","29","1771.000000"
"CUDA","mm","3500","29","556.710000"
"PolyHok","julia","1500","29","129.000000"
"PolyHok","saxpy","125000000","29","768.000000"
"PolyHok","saxpy","150000000","29","739.000000"
"CUDA","nbodies","35000","29","715.330000"
"Numba","nbodies","35000","29","782.310000"
"Numba","saxpy","100000000","29","534.960000"
"PolyHok","saxpy","75000000","29","487.000000"
"PolyHok","nbodies","20000","29","545.000000"
"PolyHok","nbodies","30000","29","904.000000"
"Numba","saxpy","125000000","29","602.120000"
"PolyHok","mm","3500","29","898.000000"
"CUDA","nearest_neighbor","80000000","29","765.340000"
"Numba","nbodies","20000","29","545.010000"
"PolyHok","julia","2500","29","251.000000"
"PolyHok","nearest_neighbor","20000000","29","563.000000"
"Numba","mm","4000","29","1947.200000"
"PolyHok","mm","2500","29","495.000000"
"Numba","julia","1000","29","330.040000"
"PolyHok","nearest_neighbor","40000000","29","802.000000"
"CUDA","mm","2000","29","87.730000"
